,brand,model,full_title,engine_displacement_cm3,power_hp,ad_description,price_eur,mileage_km,fuel_type,production_year
5684,Hyundai,i20,Hyundai i20 1.25 84CP M/T Comfort,,,,8000.0,97158.0,Benzina,2018.0
5685,Peugeot,308,Peugeot 308 1.2L PureTech 130 S&S EAT8 Allure,1199.0,130.0,1.2i 130cp DISTRIBUTIE SCHIMBATA CarPlay Automat Garantie 24luni TVA D,16490.0,129000.0,Benzina,2023.0
5686,Volkswagen,Golf,Volkswagen Golf,,,,12490.0,83500.0,Diesel,2020.0
5687,Ford,Escape,Ford Escape,2967.0,203.0,FORD ESCAPE/3.0i V6/4x4/Automat/Pilot automat/Trapa/Interior piele/AC,4890.0,119100.0,Benzina,2008.0
5688,Ford,Puma,Ford Puma 1.0 EcoBoost MHEV ST Line X,999.0,125.0,Ford Puma ST-Line X 1.0 Ecoboost 125 CP MHEV MT6,22500.0,4853.0,Benzina,2024.0
5689,Audi,Q5,Audi Q5,1968.0,204.0,Audi Q5 2025 - via workleto.com,65275.87,12000.0,Diesel,2025.0
5690,Fiat,500,Fiat 500 1.0 GSE Hybrid Club,999.0,70.0,"GARANTIE 2 ANI, Hibrid, Navi, AC, Bluetooth, Pilot auto",9490.01,37245.0,Benzina,2021.0
5691,BMW,Seria 5,BMW Seria 5 520d Efficient Dynamics Edition Aut. Luxury Line,1995.0,190.0,Bmw 520d // Vindem in Rate Avans Zero cu Buletinul //,13699.0,238000.0,Diesel,2015.0
5692,Mercedes-Benz,CLA,Mercedes-Benz CLA 200 7G-DCT AMG Line,1332.0,163.0,Primul proprietar in Ro pachet AMG,17450.0,175000.0,Benzina,2017.0
5693,Audi,A4,Audi A4 2.0 TFSI S tronic quattro Sport,1984.0,252.0,LED / Trapa / Virtual / Ventilatie / Camere 360,24900.0,94600.0,Benzina,2018.0
5694,Dacia,Duster,Dacia Duster,1197.0,125.0,2014 1.2I E5 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,8290.0,105000.0,Benzina,2014.0
5695,Opel,Mokka,Opel Mokka,1598.0,136.0,2015 1.6D E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,8990.0,222000.0,Diesel,2015.0
5696,Peugeot,308,Peugeot 308 e-HDi FAP 115 Stop&Start Active,1560.0,115.0,Panoramic * Clima * Faruri LED * Navi * Keyless entry/ GO,7750.0,218233.0,Diesel,2014.0
5697,Mercedes-Benz,E,Mercedes-Benz E 200 d Aut.,1950.0,150.0,Primul proprietar,26800.0,64000.0,Diesel,2018.0
5698,Nissan,X-Trail,Nissan X-Trail,1598.0,130.0,2015 1.6D E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,11990.0,210000.0,Diesel,2015.0
5699,Opel,Mokka,Opel Mokka,1686.0,130.0,2014 1.7D E5 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,8290.0,171000.0,Diesel,2013.0
5700,BMW,X4,BMW X4 xDrive30d Aut. M Sport X,2993.0,286.0,"Mild Hybrid, Webasto, Harman/Kardon, Comfort Access, etc.",39930.0,86612.0,Diesel,2021.0
5701,Mazda,5,Mazda 5,,,,3800.0,240629.0,Diesel,2011.0
5702,Renault,Laguna,Renault Laguna 2.0 dCi FAP Expression,,,,6599.0,214000.0,Diesel,2014.0
5703,BMW,X4,BMW X4 xDrive20d M Sport X,1995.0,190.0,Rate / credit auto / garantie 12 luni,23499.0,192000.0,Diesel,2017.0
5704,Ford,Puma,Ford Puma 1.0 EcoBoost ST Line X,999.0,125.0,Ford Puma ST-Line X 1.0 Ecoboost 125 CP MT6,18000.0,18008.0,Benzina,2022.0
5705,Volvo,XC 60,Volvo XC 60 D4 Geartronic Summum,1969.0,190.0,Xc 60 SUMMUN Garantie 12 Luni Rate fixe avans 0,17499.0,193000.0,Diesel,2017.0
5706,Mercedes-Benz,V,Mercedes-Benz V 300 d lang 4Matic 9G-TRONIC Exclusive Edition,1950.0,239.0,MERCEDES V-CLASS V 300 D AUTO 4MATIC SPORT LONG/Posibilitate finantare,41999.0,161000.0,Diesel,2021.0
5707,Peugeot,5008,Peugeot 5008 1.5L BlueHDI EAT8 S&S Active Pack,1499.0,130.0,Stare impecabila / import Germania / inmatriculata,17300.0,140764.0,Diesel,2019.0
5708,Ford,Focus,Ford Focus 1.0 EcoBoost Connected,999.0,100.0,Unic proprietar - Km 100% reali - TVA deductibil,9950.0,172920.0,Benzina,2022.0
5709,Jaguar,F-Pace,Jaguar F-Pace,,,,26550.0,78016.0,Benzina,2019.0
5710,BMW,M3,BMW M3 Competition Touring M xDrive,2993.0,530.0,BMW M3 Competition Touring xDrive,102850.0,100.0,Benzina,2025.0
5711,Audi,A5,Audi A5 Coupe 3.0 TDI DPF Quattro,2968.0,239.0,Quattro - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,5990.0,310000.0,Diesel,2008.0
5712,Jeep,Wrangler,Jeep Wrangler 2.0 4xe AT8 PHEV Rubicon,1995.0,380.0,Jeep Wrangler Rubicon 4xe Plug-in Hybrid,59000.0,48000.0,Hibrid Plug-In,2021.0
5713,Mercedes-Benz,C,Mercedes-Benz C 300 MHEV 4MATIC,,,,62678.0,1.0,Benzina,2025.0
5714,Dacia,Logan,Dacia Logan,898.0,90.0,Dacia LOGAN 0.9 TCe+GPL - Laureate,6897.0,156000.0,Benzina,2019.0
5715,BMW,X1,BMW X1,1995.0,150.0,bmw x1 ver-sdrive18d-at,23950.0,122507.0,Diesel,2020.0
5716,Volkswagen,Passat,Volkswagen Passat,1395.0,217.0,Garantie 24luni posibilitate leasing cu dobanda anuala fixa de 4.75%,22022.0,90000.0,Hibrid Plug-In,2021.0
5717,Mercedes-Benz,EQB,Mercedes-Benz EQB 300 4Matic AMG Line,,,,41127.9,11500.0,Electric,2022.0
5718,Peugeot,508,Peugeot 508,1499.0,130.0,peugeot 508 ver-bluehdi-130-eat8-active,16450.0,109096.0,Diesel,2021.0
5719,BMW,X1,BMW X1,1995.0,150.0,bmw x1 ver-xdrive18d-aut-advantage,19950.0,128825.0,Diesel,2020.0
5720,Skoda,Scala,Skoda Scala 1.6 TDI Ambition,1598.0,115.0,skoda scala ver-1-6-tdi-ambition,12250.0,149942.0,Diesel,2020.0
5721,Volkswagen,Transporter,Volkswagen Transporter,1968.0,110.0,volkswagen transporter other,18450.0,149229.0,Diesel,2020.0
5722,Mercedes-Benz,A,Mercedes-Benz A,1332.0,163.0,mercedes-benz a other,26450.0,42750.0,Hibrid Plug-In,2022.0
5723,Ford,Focus,Ford Focus,1499.0,120.0,ford focus other,14750.0,103042.0,Diesel,2022.0
5724,Ford,Mondeo,Ford Mondeo 2.0 TDCi Aut. Titanium,1997.0,150.0,ford mondeo ver-2-0-tdci-aut-titanium,15250.01,171951.0,Diesel,2020.0
5725,Skoda,Superb,Skoda Superb 2.0 TDI DSG Ambition,1968.0,150.0,skoda superb ver-2-0-tdi-dsg-ambition,21450.0,119960.0,Diesel,2020.0
5726,BMW,X4,BMW X4 xDrive20i AT M Sport,,,,31000.0,80000.0,Benzina,2019.0
5727,Ford,Focus,Ford Focus 1.0 EcoBoost Start-Stopp-System ST-LINE,999.0,125.0,ST-Line/04.2020/B&O Sound/Keyless Entry-Go/Faruri LED/Parcare automata,9990.0,196000.0,Benzina,2020.0
5728,Mercedes-Benz,E,Mercedes-Benz E 400 Coupe Aut.,2996.0,333.0,E400 coupé.,20000.0,105806.0,Benzina,2014.0
5729,Volkswagen,Passat,Volkswagen Passat 2.0 TDI DSG 4Motion Highline,1968.0,190.0,Vw Passat Highline 2.0 TDI DSG 4Motion 190 CP Garantie 12 Luni,21296.0,128295.0,Diesel,2020.0
5730,Audi,A6 Allroad,Audi A6 Allroad 3.0 TDI Quattro S tronic,2967.0,218.0,Allroad - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,14990.0,260000.0,Diesel,2017.0
5731,Volvo,EX90,Volvo EX90,,,,96800.0,7.0,Electric,2024.0
5732,Peugeot,308,Peugeot 308 1.5L BlueHDI 130 S&S EAT8 Allure,1499.0,130.0,Garantie 24luni posibilitate leasing cu dobanda anuala fixa de 4.75%,20812.0,78000.0,Diesel,2022.0
5733,Citroën,C4 Picasso,Citroën C4 Picasso,1199.0,130.0,Primul proprietar,9900.0,95500.0,Benzina,2016.0
5734,Peugeot,3008,Peugeot 3008 1.2 PureTech Turbo S&S Allure,1199.0,130.0,3008 - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,16990.0,90000.0,Benzina,2017.0
5735,Mercedes-Benz,EQC,Mercedes-Benz EQC 400 4MATIC,,,,43000.0,28000.0,Electric,2023.0
5736,Ford,Puma,Ford Puma 1.0 EcoBoost MHEV ST Line,999.0,125.0,Ford Puma ST-Line 1.0 Ecoboost 125 CP MHEV MT6,18000.0,16567.0,Benzina,2022.0
5737,BMW,X2,BMW X2 xDrive25e M Sport,1499.0,220.0,Bmw X2 Benzina Plug In Hybrid M-Pachet 4x4,29980.0,41500.0,Hibrid Plug-In,2023.0
5738,Mercedes-Benz,GLC,Mercedes-Benz GLC 200 d 4Matic 9G-TRONIC,1950.0,163.0,Mercedes-Benz Glc 200 D 4MATIC 9G-Tronic IN STOC LA SIBIU,34469.75,111025.0,Diesel,2020.0
5739,Mercedes-Benz,S,Mercedes-Benz S,4196.0,221.0,Mercedes-Benz 420 SEL,25600.0,202362.0,Benzina,1991.0
5740,BMW,Seria 5,BMW Seria 5 530d xDrive Aut.,2993.0,286.0,BMW 530d xDrive Automat / Distronic / Trapa / Audio H/K,30990.0,164040.0,Diesel,2020.0
5741,Seat,Ateca,Seat Ateca 1.5 TSI DSG7 FR,1498.0,150.0,Finantare / Stare tehnica si optica 10/10 / Garantie,19900.0,120500.0,Benzina,2022.0
5742,Mercedes-Benz,GLS,Mercedes-Benz GLS 450 d MHEV 4MATIC Aut.,2989.0,367.0,Mercedes-Benz GLS 450d 4Matic,128898.88,6491.0,Diesel,2024.0
5743,Audi,Q5,Audi Q5 2.0 TDI Quattro S tronic Sport,1968.0,163.0,Quattro - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,17490.01,310000.0,Diesel,2018.0
5744,Audi,A6,Audi A6 Avant 3.0 TDI quattro Stronic,2967.0,245.0,"2012 Audi A6 C7 Avant 3.0 TDI Quattro Matrix, Automat !",8500.0,190000.0,Diesel,2012.0
5745,Volvo,XC 60,Volvo XC 60 B4 MHEV AT8 AWD Inscription,1969.0,197.0,"Facelift, Serie 2022, Istoric Volvo, Garanție, Posibilitate Leasing",35090.0,77606.0,Diesel,2021.0
5746,Volkswagen,Touareg,Volkswagen Touareg V6 TSI eHybrid PHEV Elegance,2995.0,340.0,VW Touareg 462CP Matrix Scaune Ventilate Panoramic HeadUp ACC Keyless,51450.42,87666.0,Hibrid Plug-In,2021.0
5747,Hyundai,ix35,Hyundai ix35 1.7 CRDI 2WD 5 Star Edition,1685.0,116.0,Hyundai ix35 1.7CRDI // Vindem in Rate Avans Zero cu Buletinul //,7999.0,243100.0,Diesel,2011.0
5748,Audi,A4,Audi A4 Avant 1.8 TFSI S line Sportpaket,1798.0,120.0,Audi A4 1.8Tfsi // Vindem in Rate Avans Zero cu Buletinul //,5999.0,198000.0,Benzina,2011.0
5749,Volkswagen,Golf,Volkswagen Golf Variant 2.0 TDI 4Motion BlueMotion Technology Cup,,,,6900.0,330000.0,Diesel,2014.0
5750,Audi,A8,Audi A8 50 TDI quattro Tiptronic MHEV,2967.0,286.0,"TVA Deductibil, Garanție, Posibilitate leasing",40656.0,147143.0,Diesel,2019.0
5751,Porsche,911,Porsche 911 Carrera S,2981.0,450.0,Porsche Carerra 911 S,143267.63,24038.0,Benzina,2021.0
5752,Audi,Q5,Audi Q5,1968.0,204.0,Audi Q5 2025 - via workleto.com,65562.64,3500.0,Diesel,2025.0
5753,Ford,Puma,Ford Puma,999.0,125.0,Ford Puma ST-Line X 1.0 EcoBoost MHEV 155 CP AT7,20499.99,18269.0,Benzina,2022.0
5754,Mercedes-Benz,500 SEL,Mercedes-Benz 500 SEL,,,,23385.67,109700.0,Benzina,1986.0
5755,Peugeot,508,Peugeot 508 1.5 BlueHDI S&S EAT8 Active Pack,1499.0,130.0,"Posibilitate rate,leasing persoane juridice,fizice avans 0 30%",15490.42,171283.0,Diesel,2021.0
5756,Renault,Megane,Renault Megane ENERGY TCe 100 LIMITED,,,,7990.0,193054.0,Benzina,2017.0
5757,Toyota,C-HR,Toyota C-HR,1798.0,98.0,Toyota CHR hybrid LED Camera Unic proprietar Garantie Finantare,21900.0,106000.0,Hibrid,2022.0
5758,Ford,Focus,Ford Focus 1.5 EcoBlue Start-Stopp-System TITANIUM,1498.0,120.0,Ford Focus Titanium 1.5 Diesel 120 cp 150.000 km,11300.0,150000.0,Diesel,2020.0
5759,BMW,Seria 5,BMW Seria 5 520d,1995.0,184.0,BMW F10 2012,9200.0,307000.0,Diesel,2012.0
5760,Renault,Arkana,Renault Arkana E-TECH 145 Evolution,1598.0,145.0,1.6Hibrid/145cp/FaruriLed/Incalzire/Piele+Alcantara/Garantie/Livrare,16700.0,159000.0,Hibrid,2023.0
5761,BMW,X1,BMW X1 xDrive20d,,,,6900.0,248000.0,Diesel,2010.0
5762,Audi,A4,Audi A4 30 TDI S tronic advanced,1968.0,136.0,Audi A4 Facelift 2.0D Cutie Automata | Mild Hybrid | TVA Deductibil,23489.73,176200.0,Diesel,2020.0
5763,Fiat,Tipo,Fiat Tipo 1.4,1368.0,95.0,Fiat Tipo 1.4i + GPL // Vindem in Rate Avans Zero cu Buletinul //,5999.0,182900.0,Benzina + GPL,2016.0
5764,Audi,Q5,Audi Q5 2.0 TDI Quattro Stronic,1968.0,177.0,Garantie/Rate Fixe/Avans 0/Km Reali,14990.0,240635.0,Diesel,2014.0
5765,Mercedes-Benz,X,Mercedes-Benz X 250 d 4MATIC Aut. PROGRESSIVE,2298.0,190.0,Mercedes-Benz X 250 d Doppelkabine 4Matic Automatik IN STOC LA SIBIU,27352.1,54200.0,Diesel,2018.0
5766,Audi,Q7,Audi Q7 3.0 50 TDI quattro Tiptronic S Line,2967.0,286.0,AUDI Q7 50 TDi Quattro Sline 2023 / 78.900 KM,60900.0,78900.0,Diesel,2023.0
5767,Audi,Q7,Audi Q7,2967.0,272.0,AUDI Q7 3.0 TDI Quattro Sline 2017 / 110.000 KM,32900.0,110000.0,Diesel,2017.0
5768,Volkswagen,Polo,Volkswagen Polo,1199.0,75.0,VW Polo / 6R / 1.2 Diesel + Portbagaj Auto Menabo,4500.0,301217.0,Diesel,2012.0
5769,Audi,Q5,Audi Q5 2.0 TDI Quattro S tronic,1968.0,163.0,"Garantie,Tva deductibil,Istoric service",31499.93,37923.0,Diesel,2020.0
5770,Volkswagen,Golf Plus,Volkswagen Golf Plus 2.0 TDI Trendline,,,,4500.0,220000.0,Diesel,2010.0
5771,Lexus,Seria IS,Lexus Seria IS 250 2.5 V6 Aut Luxury,,,,6500.0,170000.0,Benzina,2007.0
5772,Skoda,Octavia,Skoda Octavia,1598.0,116.0,Distribuție plus curea pompă ulei plus pompă ambreiaj schimbate acum !,10000.0,173000.0,Diesel,2017.0
5773,Audi,A3,Audi A3 2.0 TDI Sportback S tronic,1968.0,150.0,"Garantie,Tva deductibil,Istoric service",22899.25,75847.0,Diesel,2021.0
5774,Land Rover,Range Rover Sport,Land Rover Range Rover Sport 3.0 I SDV6 A/B Dynamic,2993.0,306.0,Stare perfecta,34000.0,99000.0,Diesel,2018.0
5775,BMW,X5 M,BMW X5 M,4395.0,600.0,Istoric verificat de Automobile Bavaria,83586.8,43650.0,Benzina,2022.0
5776,Audi,A4,Audi A4,1968.0,150.0,Audi A4 | Camere 360º | Full LED Matrix | Incalzire Auxiliara,16000.0,192000.0,Diesel,2016.0
5777,Dacia,Logan,Dacia Logan,,,,1800.0,276656.0,Benzina + GPL,2008.0
5778,Volkswagen,Touareg,Volkswagen Touareg 3.0 V6 TDI 4Motion DPF Automatik Atmosphere,2967.0,286.0,VW Touareg 3.0 TDI / 286 CP - Garantie DasWeltauto,44635.69,150142.0,Diesel,2020.0
5779,Ford,Fiesta,Ford Fiesta,1560.0,90.0,Masina este intro stare buna de functionare,3299.0,212000.0,Diesel,2012.0
5780,Volvo,XC 40,Volvo XC 40 T4 Recharge DKG Ultimate Dark,1477.0,129.0,VOLVO XC40 T4 Plug-in Hybrid/Posibilitate finantare,23893.87,144260.0,Hibrid Plug-In,2022.0
5781,Volvo,XC 40,Volvo XC 40 T4 Recharge DKG Inscription,1477.0,129.0,Volvo XC-40 T4 Inscription/Posibilitate finantare,23893.87,172500.0,Hibrid Plug-In,2021.0
5782,Mitsubishi,Outlander,Mitsubishi Outlander,1998.0,230.0,Mitsubishi Outlander PHEV Intense+ 4WD AT,18600.0,57000.0,Hibrid Plug-In,2017.0
5783,BMW,M3,BMW M3 M340d xDrive AT MHEV,2993.0,340.0,BMW M340d xDrive,56999.47,29815.0,Diesel,2023.0
5784,Mini,Countryman,Mini Countryman,,,,26450.0,42985.0,Benzina,2023.0
5785,Peugeot,3008,Peugeot 3008 1.2 PureTech S&S BVM6 Allure,1199.0,130.0,1.2i/130cp/Allure/Garantie24luni/Rate/Credit/LivrareAcasa/NumereRosii,13400.0,78000.0,Benzina,2017.0
5786,Mercedes-Benz,S,Mercedes-Benz S AMG 63 4MATIC Coupe Aut,3982.0,612.0,Primul proprietar/stare exceptionala,124500.0,53000.0,Benzina,2020.0
5787,Opel,Antara,Opel Antara,2384.0,167.0,Opel Antara 2.4 Benzina 4x4 167CP 2011,6490.0,163000.0,Benzina,2011.0
5788,Volkswagen,ARTEON,Volkswagen ARTEON 2.0 TSI DSG R-Line Edition,1984.0,190.0,/ Tva Deductibil / GARANTIE 12 LUNI / Finantare,24990.0,170990.0,Benzina,2019.0
5789,Skoda,Superb,Skoda Superb 2.0 TSI DSG 4X4 Laurin & Klement,1984.0,280.0,Skoda Superb 3 L&K 2.0 TSI 280cp 4x4,17699.0,197587.0,Benzina,2016.0
5790,Volkswagen,Tiguan,Volkswagen Tiguan Allspace 2.0 TDI DSG R-Line,1968.0,150.0,"GARANTIE 2 ANI, All Space, R-Line, Panoramic, Pachet iarna",26790.01,113398.0,Diesel,2019.0
5791,BMW,X4,BMW X4,,,,64009.0,17850.0,Diesel,2024.0
5792,BMW,X4,BMW X4,,,,64009.0,17850.0,Diesel,2024.0
5793,Audi,A8,Audi A8 3.0 TDI DPF clean diesel quattro tiptronic Lang,2967.0,250.0,Audi A8 3.0 TDI Quattro Lang,35000.0,62300.0,Diesel,2013.0
5794,Mercedes-Benz,GLE,Mercedes-Benz GLE AMG 53 MHEV 4MATIC+,2999.0,435.0,Mercedes Benz GLE 53 AMG 4M+ Mild Hybrid - Autoturism nou,115250.0,28.0,Benzina,2025.0
5795,Skoda,Yeti,Skoda Yeti 2.0 TDI 4x4 Elegance,1968.0,110.0,Garantie 12Luni~Facelift~Navi~Xenon~Led~4x4,10990.0,199723.0,Diesel,2015.0
5796,Mazda,CX-3,Mazda CX-3 SKYACTIV-D 105 FWD Exclusive-Line,1499.0,105.0,Garantie 12 Luni~Facelift~Navi~Camera~Xenon~Led~Head Up display,11490.0,126303.0,Diesel,2016.0
5797,Volkswagen,Passat,Volkswagen Passat Variant 2.0 TDI SCR 4Motion DSG Alltrack,1968.0,240.0,12luni Garantie~AllTrack~240cp~4Motion~Led~Navi~Camera~Ventilatie,14490.0,272632.0,Diesel,2015.0
5798,Renault,Koleos,Renault Koleos BLUE dCi 150 X-tronic LIMITED,1749.0,149.0,Garantie 12Luni~104.000km~Bi-xenon~Navi~~Piele~Camera~,19990.0,105648.0,Diesel,2019.0
5799,Renault,Clio,Renault Clio IV 0.9 Energy TCe Intens,898.0,90.0,Clio - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,8490.0,110000.0,Benzina,2020.0
5800,Mercedes-Benz,GLE Coupe,Mercedes-Benz GLE Coupe 400 d 4MATIC,2925.0,330.0,Mercedes-Benz GLE Coupe 2022 - via workleto.com,82463.92,48899.0,Diesel,2022.0
5801,Mercedes-Benz,GLE,Mercedes-Benz GLE 300 d 4Matic 9G-TRONIC AMG Line,1950.0,245.0,"Amg, Garantie, Distronic, Camere 360, Burmester, Plafon panoramic",42000.0,204150.0,Diesel,2019.0
5802,BMW,X6,BMW X6 xDrive30d M Sport,2993.0,286.0,Istoric verificat de Automobile Bavaria,58297.8,77104.0,Diesel,2020.0
5803,Ford,EcoSport,Ford EcoSport 1.5 EcoBlue Trend,1499.0,100.0,Unic proprietar - Km 100% reali - TVA deductibil,10950.0,92073.0,Diesel,2019.0
5804,Jaguar,F-Pace,Jaguar F-Pace 20d Aut. R-Sport,1999.0,180.0,Tva deductibil. Stare perfecta.,17999.0,179849.0,Diesel,2017.0
5805,Mercedes-Benz,A,Mercedes-Benz A 200 7G-DCT AMG Line,1332.0,163.0,A 200 AMG Line+Park+Keyless-Go+MBUX Navi+LED,37207.5,16500.0,Benzina,2024.0
5806,Dodge,Challenger,Dodge Challenger,,,,23900.0,153708.0,Benzina,2012.0
5807,BMW,X5,BMW X5 xDrive50e,2998.0,313.0,BMW X5 xDrive50e 489cp xLine,84393.94,12712.0,Hibrid Plug-In,2023.0
5808,BMW,Seria 4,BMW Seria 4 420i xDrive AT,1998.0,184.0,"Jante iarnă/vară, M Sport, xDrive, Istoric complet BMW, Garanție",28000.0,70543.0,Benzina,2019.0
5809,Ford,Kuga,Ford Kuga 2.0 EcoBlue A8 AWD ST Line X,1996.0,190.0,KUGA ST LineX 2021 / 2.0 d 180 Cp Euro 6 / 4X4 Automata / Panoramic,17600.0,207000.0,Diesel,2021.0
5810,Audi,A4,Audi A4 2.0 TDI S tronic Design,1968.0,150.0,Stare perfecta de functionare,14999.0,184100.0,Diesel,2016.0
5811,Ford,Kuga,Ford Kuga,,,,19450.0,170059.0,Hibrid,2021.0
5812,Opel,Astra,Opel Astra 1.7 CDTI ECOTEC ECOFlex Start/Stop Sport,1686.0,130.0,Opel Astra 1.7cdti // Vindem in Rate Avans Zero cu Buletinul //,5699.0,187300.0,Diesel,2014.0
5813,Volvo,XC 60,Volvo XC 60 D5 AWD Geartronic Linje Inscription,2400.0,220.0,Xc 60 2.4 AWD D5 230 CP INSCRIPTION Garantie 12 Luni Rate fixe avans 0,18999.0,192000.0,Diesel,2016.0
5814,Mercedes-Benz,E,Mercedes-Benz E,1991.0,197.0,"Mercedes E-200, primul proprietar",32995.0,69555.0,Hibrid,2020.0
5815,Porsche,Cayenne,Porsche Cayenne Tiptronic S,2995.0,340.0,Cayenne 3.0benzina (simplu) 340Cp consum 10% / Distronic+/ Camera,40000.0,158000.0,Benzina,2018.0
5816,Skoda,Superb,Skoda Superb Combi 2.0 TDI DSG Ambition,1968.0,140.0,GARANTIE 12 luni#Automata#Istoric la zi la SKODA,8800.0,239000.0,Diesel,2014.0
5817,Audi,Q5,Audi Q5 35 TDI Sportback S tronic advanced,1968.0,163.0,Audi Q5 Sportback S-line 35Tdi Mhev MILDhibrid Automatic S-Tronic 2021,26600.0,220000.0,Diesel,2021.0
5818,Peugeot,3008,Peugeot 3008 1.6 BlueHDI S&S EAT6 GT-Line,1560.0,120.0,Garantie 12 luni / Posibilitate Garantie Extinsa / Rate / Credit Auto,16680.0,162610.0,Diesel,2017.0
5819,Mercedes-Benz,E,Mercedes-Benz E 220 d 9G-TRONIC Edition AVANTGARDE,1993.0,197.0,E 220 d Avantgarde Advanced+PANORAMA+WINTER PACK,52017.9,51500.0,Diesel,2023.0
5820,Mini,ONE,Mini ONE Standard,,,,16990.0,37175.0,Benzina,2019.0
5821,BMW,X3,BMW X3 20d xDrive AT MHEV,1995.0,197.0,BMW X3 20d xDrive 2025,71995.0,5000.0,Diesel,2025.0
5822,Mercedes-Benz,S,Mercedes-Benz S 350 d 4MATIC Long Aut,2925.0,286.0,Mercedes w222 S63 Long AMG,43500.0,230000.0,Diesel,2018.0
5823,Volkswagen,Golf,Volkswagen Golf,1798.0,180.0,1.8 TSI | 06.2018 | Tuning | Istoric Volkswagen | Pachet Carbon |,12990.0,149210.0,Benzina,2018.0
5824,Opel,Astra,Opel Astra 1.7 CDTI Cosmo,1686.0,110.0,Primul proprietar/Distributie schimbata/ Ambreiaj schimbat 02.07.2025,4570.0,126950.0,Diesel,2013.0
5825,Toyota,Land Cruiser,Toyota Land Cruiser 2.8l D-4D 204 CP A/T 7 locuri Luxury AVS Black,2755.0,204.0,Unic proprietar / TVA deductibil,53000.0,70000.0,Diesel,2023.0
5826,Ford,Kuga,Ford Kuga,,,,21950.0,150700.0,Hibrid,2023.0
5827,Mercedes-Benz,AMG,Mercedes-Benz AMG,,,,79950.0,100657.0,Benzina,2020.0
5828,BMW,Seria 5,BMW Seria 5,2993.0,245.0,BMW 530d - Colantat & modificări - impecabil,14500.0,321731.0,Diesel,2011.0
5829,Ford,Puma,Ford Puma 1.0 EcoBoost Titanium,999.0,125.0,Ford Puma 2021 MHEV - 36.000 km,14700.0,36000.0,Benzina,2021.0
5830,Ford,Kuga,Ford Kuga 1.5 EcoBoost 2WD Titanium,1499.0,150.0,Ford Kuga Titanium/Posibilitate rate,10490.0,149000.0,Benzina,2017.0
5831,Mercedes-Benz,SL,Mercedes-Benz SL,1991.0,421.0,AMG SL 43 Roadster,128260.0,1.0,Benzina,2025.0
5832,DS Automobiles,DS 7 Crossback,DS Automobiles DS 7 Crossback,1598.0,285.0,Garantie 24luni posibilitate leasing cu dobanda fixa de 4.75%,24442.0,112000.0,Hibrid Plug-In,2020.0
5833,Mercedes-Benz,E,Mercedes-Benz E 200 MHEV Aut.,1999.0,204.0,Mercedes-Benz Clasa E,50790.96,44287.0,Benzina,2023.0
5834,BMW,Seria 4,BMW Seria 4 435d Gran Coupe xDrive Aut. Sport Line,2993.0,313.0,Garantie 36 Luni / Rate / Revizie Gratuita,20990.0,210000.0,Diesel,2015.0
5835,Volkswagen,Golf,Volkswagen Golf 1.6 TDI BlueMotion Technology DSG Lounge,1598.0,110.0,Garantie 36 Luni / Rate / Revizie Gratuita,10690.0,205000.0,Diesel,2015.0
5836,BMW,Seria 1,BMW Seria 1,1499.0,136.0,BMW 118i M-Sport,17000.0,127739.0,Benzina,2019.0
5837,Mercedes-Benz,GLE,Mercedes-Benz GLE AMG 53 PHEV,2999.0,544.0,Mercedes Benz GLE 53 AMG Hybrid - Autoturism nou,122000.0,16.0,Hibrid Plug-In,2025.0
5838,Toyota,C-HR,Toyota C-HR,1197.0,116.0,"Primul Proprietar, fara accidente, istoric reprezentanta",18200.0,120000.0,Benzina,2018.0
5839,BMW,X3,BMW X3 xDrive25d AT xLine,1995.0,231.0,Garantie 12 Luni / Rate / Revizie Gratuita,28190.0,171000.0,Diesel,2019.0
5840,Audi,A6,Audi A6 Avant 3.0 45 TDI quattro Tiptronic Sport,2967.0,231.0,Garantie 36 Luni / Rate / Revizie Gratuita,27990.0,130000.0,Diesel,2019.0
5841,Toyota,RAV4,Toyota RAV4 2.5 Hybrid VVT-iE 4x2 Active,2487.0,218.0,22.231 EURO + TVA deductibil/ Garantie pana la 3 Ani/ Istoric Service,26900.01,103461.0,Hibrid,2020.0
5842,Skoda,Kodiaq,Skoda Kodiaq,1498.0,150.0,Skoda Kodiaq Sportline,46585.0,5.0,Benzina,2025.0
5843,Skoda,Kodiaq,Skoda Kodiaq 1.5 TSI DSG MHEV Selection,1498.0,150.0,Skoda Kodiaq Select,48387.9,5.0,Benzina,2025.0
5844,Rolls-Royce,Spectre,Rolls-Royce Spectre,,,,520300.0,3576.0,Electric,2024.0
5845,Renault,Espace,Renault Espace,,,,16250.0,156127.0,Diesel,2019.0
